     r,      r̅,    m,    m̅,    Σε,    ε0,    ε1,    ε2,    ε3,    ε4,    ε5,    ε6,    ε7,    ε8,    ε9,   ε10,   ε11
 10.00,   7.77, 6.10, 6.11,  0.05,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.03,  0.02
 10.00,   5.60, 6.30, 6.32,  0.39,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.25,  0.09,  0.04
 10.00,   4.80, 6.50, 6.52,  5.14,     0,     0,     0,     0,     0,     0,     0,     0,  0.64,  3.65,  0.49,  0.36
 10.00,   5.00, 6.70, 6.70,  5.38,     0,     0,     0,     0,     0,     0,     0,  2.35,  1.10,  1.22,  0.64,  0.07
 10.00,   5.29, 6.90, 6.91,  3.24,     0,     0,     0,     0,     0,     0,     0,  2.58,  0.36,  0.05,  0.19,  0.06
 10.00,   5.93, 7.10, 7.10,  1.66,     0,     0,     0,     0,     0,     0,     0,  1.48,  0.02,     0,  0.11,  0.05
 10.00,   8.75, 7.30, 7.29,  0.45,     0,     0,     0,     0,     0,     0,     0,  0.16,     0,  0.11,  0.11,  0.08
 10.00,  10.34, 7.50, 7.49,  0.20,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.09,  0.10,     T
 10.00,  13.05, 7.70, 7.68,  0.03,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,  0.02,     T
 10.00,  19.60, 7.90, 7.88,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,     0
 10.00,  19.60, 8.10, 8.04,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,     0
 30.00,  20.41, 6.70, 6.75,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  21.07, 6.90, 6.95,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  21.14, 7.10, 7.09,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  21.29, 7.30, 7.30,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  24.69, 7.50, 7.52,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  25.35, 7.70, 7.72,  0.02,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.02
 30.00,  27.08, 7.90, 7.88,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
