     r,      r̅,    m,    m̅,    Σε,    ε0,    ε1,    ε2,    ε3,    ε4,    ε5,    ε6,    ε7,    ε8,    ε9,   ε10,   ε11
 10.00,   4.61, 5.10, 5.14,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 10.00,   4.95, 5.30, 5.32,  0.02,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.01,     T
 10.00,   5.50, 5.50, 5.51,  0.07,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.02,  0.04,     T
 10.00,   5.97, 5.70, 5.70,  0.11,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.05,  0.05,     T
 10.00,   6.55, 5.90, 5.90,  0.15,     0,     0,     0,     0,     0,     0,     0,     0,  0.02,  0.09,  0.02,  0.02
 10.00,   7.29, 6.10, 6.11,  0.29,     0,     0,     0,     0,     0,     0,     0,     0,  0.13,  0.08,  0.06,  0.02
 10.00,   7.75, 6.30, 6.31,  0.45,     0,     0,     0,     0,     0,     0,     0,  0.17,  0.09,  0.12,  0.06,  0.01
 10.00,   6.63, 6.50, 6.53,  1.64,     0,     0,     0,     0,  0.16,     0,  0.11,  0.48,  0.57,  0.24,  0.07,     T
 10.00,   6.46, 6.70, 6.70,  2.77,     0,     0,     0,     0,  0.25,  0.03,  0.22,  1.22,  0.63,  0.37,  0.04,     T
 10.00,   5.18, 6.90, 6.91,  3.57,     0,     0,     0,     0,  0.25,     0,  1.84,  0.84,  0.48,  0.14,  0.01,     0
 10.00,   3.54, 7.10, 7.11,  3.21,     0,     0,     0,     0,  0.21,     0,  2.34,  0.41,  0.20,  0.05,     T,     0
 10.00,   3.38, 7.30, 7.29,  1.39,     0,     0,     0,  0.05,  0.05,     0,  1.13,  0.07,  0.07,     T,     T,     0
 10.00,   2.54, 7.50, 7.47,  0.25,     0,     0,     0,     0,     0,     0,  0.25,     0,     0,     0,     0,     0
 10.00,   2.54, 7.70, 7.64,     T,     0,     0,     0,     0,     0,     T,     0,     0,     0,     0,     0,     0
 30.00,  20.61, 6.10, 6.15,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  21.53, 6.30, 6.32,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  22.78, 6.50, 6.52,  0.03,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.01,  0.01
 30.00,  24.84, 6.70, 6.72,  0.05,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.03,  0.02
 30.00,  25.51, 6.90, 6.91,  0.07,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.01,  0.04,  0.02
 30.00,  25.40, 7.10, 7.11,  0.08,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,  0.05,  0.02
 30.00,  24.47, 7.30, 7.30,  0.12,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.03,  0.08,     T
 30.00,  23.05, 7.50, 7.50,  0.08,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.05,  0.03,     0
 30.00,  23.33, 7.70, 7.66,  0.03,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.02,     T,     0
 30.00,  23.40, 7.90, 7.84,     T,     0,     0,     0,     0,     0,     0,     0,     0,     T,     T,     0,     0
 50.00,  41.71, 6.90, 6.94,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 50.00,  44.43, 7.10, 7.12,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 50.00,  46.66, 7.30, 7.25,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 70.00,  60.14, 7.30, 7.25,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 90.00,  81.93, 7.90, 7.91,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
