     r,      r̅,    m,    m̅,    Σε,    ε0,    ε1,    ε2,    ε3,    ε4,    ε5,    ε6,    ε7,    ε8,    ε9,   ε10,   ε11
 10.00,   7.88, 5.10, 5.11,  0.56,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.48,  0.08
 10.00,   8.37, 5.30, 5.30,  0.82,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.14,  0.50,  0.17
 10.00,   8.75, 5.50, 5.50,  1.05,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.57,  0.33,  0.14
 10.00,   9.05, 5.70, 5.70,  1.12,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.70,  0.34,  0.08
 10.00,   9.41, 5.90, 5.90,  1.14,     0,     0,     0,     0,     0,     0,     0,     0,  0.07,  0.62,  0.38,  0.07
 10.00,   8.69, 6.10, 6.10,  2.38,     0,     0,     0,     0,     0,     0,     0,     0,  0.96,  1.09,  0.21,  0.12
 10.00,   9.45, 6.30, 6.30,  2.67,     0,     0,     0,     0,     0,     0,     0,  0.21,  1.03,  0.91,  0.39,  0.14
 10.00,  12.22, 6.50, 6.49,  2.67,     0,     0,     0,     0,     0,     0,     0,  0.25,  0.97,  0.35,  0.23,  0.88
 10.00,  15.82, 6.70, 6.70,  2.80,     0,     0,     0,     0,     0,     0,     0,  0.21,  0.23,  0.18,  0.16,  2.02
 10.00,  16.02, 6.90, 6.90,  3.30,     0,     0,     0,     0,     0,     0,     0,  0.16,  0.18,  0.41,  0.30,  2.25
 10.00,  14.42, 7.10, 7.11,  3.25,     0,     0,     0,     0,     0,     0,     0,     0,     0,  1.32,  0.96,  0.98
 10.00,  11.71, 7.30, 7.33, 10.94,     0,     0,     0,     0,     0,     0,     0,     0,     0,  9.18,  1.44,  0.32
 10.00,  11.65, 7.50, 7.50, 16.89,     0,     0,     0,     0,     0,     0,     0,     0,  3.24, 11.20,  2.44,  0.01
 10.00,  13.04, 7.70, 7.71, 13.90,     0,     0,     0,     0,     0,     0,     0,     0,  4.03,  7.16,  2.71,     T
 10.00,  11.61, 7.90, 7.91, 20.29,     0,     0,     0,     0,     0,     0,     0,     0,  9.32,  9.42,  1.54,     0
 10.00,  10.62, 8.10, 8.08, 14.93,     0,     0,     0,     0,     0,     0,     0,     0,  8.84,  6.04,  0.06,     0
 10.00,  10.56, 8.30, 8.26,  1.11,     0,     0,     0,     0,     0,     0,     0,     0,  0.69,  0.42,     0,     0
 30.00,  20.54, 5.90, 5.95,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  21.72, 6.10, 6.14,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  22.08, 6.30, 6.32,  0.02,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.02
 30.00,  23.13, 6.50, 6.48,  0.02,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,  0.02
 30.00,  22.29, 6.70, 6.71,  0.02,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,  0.02
 30.00,  21.92, 6.90, 6.90,  0.03,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,  0.02
 30.00,  21.48, 7.10, 7.09,  0.02,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.02
 30.00,  21.90, 7.30, 7.31,  0.04,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,  0.03
 30.00,  23.05, 7.50, 7.51,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,     T
 30.00,  23.88, 7.70, 7.71,  0.01,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,     T
 50.00,  59.73, 6.50, 6.50,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 50.00,  59.19, 6.70, 6.70,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,     0
 50.00,  58.56, 6.90, 6.92,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,     T
 50.00,  57.69, 7.10, 7.10,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,     T
 70.00,  62.55, 6.10, 6.13,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 70.00,  65.38, 6.30, 6.32,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 70.00,  71.59, 6.50, 6.52,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 70.00,  73.30, 6.70, 6.71,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,     T
 70.00,  73.93, 6.90, 6.91,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,     T
 70.00,  74.30, 7.10, 7.11,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,     T
 90.00,  81.99, 6.70, 6.74,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 90.00,  84.58, 6.90, 6.92,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 90.00,  89.09, 7.10, 7.12,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
