     r,      r̅,    m,    m̅,    Σε,    ε0,    ε1,    ε2,    ε3,    ε4,    ε5,    ε6,    ε7,    ε8,    ε9,   ε10,   ε11
 10.00,   9.21, 5.10, 5.11,  0.11,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.11
 10.00,   9.26, 5.30, 5.30,  0.17,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.03,  0.14
 10.00,   9.34, 5.50, 5.50,  0.20,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.16,  0.04
 10.00,   9.46, 5.70, 5.70,  0.21,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.21,     0
 10.00,   9.62, 5.90, 5.90,  0.21,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.20,     T
 10.00,   8.37, 6.10, 6.10,  0.49,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.44,  0.02,  0.04
 10.00,   6.53, 6.30, 6.32,  1.69,     0,     0,     0,     0,     0,     0,     0,     0,  0.93,  0.48,  0.27,  0.02
 10.00,   5.13, 6.50, 6.51, 14.53,     0,     0,     0,     0,     0,     0,     0,  1.21, 10.06,  0.78,  2.42,  0.06
 10.00,   5.18, 6.70, 6.70, 11.23,     0,     0,     0,     0,     0,     0,  3.70,  0.29,  5.29,  0.88,  1.01,  0.07
 10.00,   5.30, 6.90, 6.90,  5.23,     0,     0,     0,     0,     0,     0,  2.78,  1.75,  0.18,  0.38,  0.12,  0.02
 10.00,   5.62, 7.10, 7.10,  2.17,     0,     0,     0,     0,     0,     0,  0.75,  1.21,     0,  0.10,  0.07,  0.03
 10.00,   8.14, 7.30, 7.29,  0.84,     0,     0,     0,     0,     0,     0,  0.04,  0.17,  0.21,  0.28,  0.11,  0.04
 10.00,   9.18, 7.50, 7.48,  0.40,     0,     0,     0,     0,     0,     0,     0,     0,  0.26,     0,  0.13,     T
 10.00,  11.62, 7.70, 7.67,  0.04,     0,     0,     0,     0,     0,     0,     0,     0,     T,     T,  0.03,     T
 10.00,  19.60, 7.90, 7.88,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,     T
 10.00,  19.60, 8.10, 8.04,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,     0
 30.00,  21.37, 6.50, 6.45,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  20.71, 6.70, 6.77,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  24.15, 6.90, 6.94,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  26.75, 7.10, 7.08,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  20.79, 7.30, 7.25,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  20.64, 7.50, 7.51,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  21.64, 7.70, 7.75,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  27.08, 7.90, 7.92,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
