     r,      r̅,    m,    m̅,    Σε,    ε0,    ε1,    ε2,    ε3,    ε4,    ε5,    ε6,    ε7,    ε8,    ε9,   ε10,   ε11
 10.00,   9.24, 5.70, 5.74,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 10.00,   9.39, 5.90, 5.91,  0.04,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.04
 10.00,   7.71, 6.10, 6.11,  0.30,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.03,  0.22,  0.05
 10.00,   5.58, 6.30, 6.32,  2.61,     0,     0,     0,     0,     0,     0,     0,     0,  1.41,  0.56,  0.51,  0.14
 10.00,   4.89, 6.50, 6.51, 35.82,     0,     0,     0,     0,     0,     0,     0, 11.82, 16.14,  1.93,  5.78,  0.16
 10.00,   5.16, 6.70, 6.70, 31.06,     0,     0,     0,     0,     0,     0,  2.04, 15.40,  7.86,  3.43,  2.18,  0.16
 10.00,   5.56, 6.90, 6.90, 15.59,     0,     0,     0,     0,     0,     0,  2.82,  9.34,  1.30,  1.34,  0.64,  0.15
 10.00,   6.72, 7.10, 7.10,  7.93,     0,     0,     0,     0,     0,     0,  2.53,  3.88,  0.23,  0.29,  0.54,  0.46
 10.00,   9.38, 7.30, 7.30,  3.81,     0,     0,     0,     0,     0,     0,  0.36,  0.38,  1.55,  0.60,  0.81,  0.11
 10.00,   9.88, 7.50, 7.48,  1.97,     0,     0,     0,     0,     0,     0,     0,     0,  0.88,  0.81,  0.27,     T
 10.00,  12.76, 7.70, 7.68,  0.27,     0,     0,     0,     0,     0,     0,     0,     0,  0.03,  0.19,  0.05,     0
 10.00,  19.60, 7.90, 7.88,  0.04,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.01,  0.03,     0
 10.00,  19.60, 8.10, 8.04,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,     T,     0
 30.00,  21.19, 6.50, 6.60,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  21.80, 6.70, 6.74,  0.03,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.03
 30.00,  23.01, 6.90, 6.91,  0.11,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,  0.11
 30.00,  25.87, 7.10, 7.11,  0.05,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,  0.04
 30.00,  27.12, 7.30, 7.31,  0.05,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.05
 30.00,  26.81, 7.50, 7.50,  0.04,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,  0.04
 30.00,  25.78, 7.70, 7.71,  0.19,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.06,  0.13
 30.00,  27.08, 7.90, 7.88,  0.04,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.04,     T
 50.00,  55.53, 8.10, 8.12,  0.02,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.02
 50.00,  55.53, 8.30, 8.25,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
