     r,      r̅,    m,    m̅,    Σε,    ε0,    ε1,    ε2,    ε3,    ε4,    ε5,    ε6,    ε7,    ε8,    ε9,   ε10,   ε11
 10.00,   7.91, 6.10, 6.12,  0.05,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.03,  0.02
 10.00,   5.94, 6.30, 6.32,  0.48,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.29,  0.13,  0.06
 10.00,   5.06, 6.50, 6.52,  7.46,     0,     0,     0,     0,     0,     0,     0,     0,  5.00,  0.92,  1.47,  0.08
 10.00,   5.37, 6.70, 6.70,  7.97,     0,     0,     0,     0,     0,     0,     0,  2.58,  3.66,  0.70,  0.96,  0.06
 10.00,   5.85, 6.90, 6.90,  4.36,     0,     0,     0,     0,     0,     0,     0,  3.06,  0.61,  0.42,  0.18,  0.09
 10.00,   7.21, 7.10, 7.10,  2.31,     0,     0,     0,     0,     0,     0,     0,  1.81,     0,  0.08,  0.19,  0.22
 10.00,  10.08, 7.30, 7.29,  0.90,     0,     0,     0,     0,     0,     0,     0,  0.20,     0,  0.36,  0.32,  0.02
 10.00,  10.43, 7.50, 7.48,  0.41,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.24,  0.17,     0
 10.00,  13.16, 7.70, 7.68,  0.06,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.05,  0.01,     0
 10.00,  19.60, 7.90, 7.88,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,     0
 10.00,  19.60, 8.10, 8.04,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,     0
 30.00,  21.20, 6.50, 6.60,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  22.31, 6.70, 6.74,  0.02,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.02
 30.00,  23.61, 6.90, 6.90,  0.05,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,  0.05
 30.00,  25.90, 7.10, 7.12,  0.02,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.02
 30.00,  27.18, 7.30, 7.31,  0.03,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.03
 30.00,  27.13, 7.50, 7.50,  0.02,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,  0.02
 30.00,  25.96, 7.70, 7.71,  0.06,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.01,  0.05
 30.00,  27.08, 7.90, 7.88,  0.01,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,     T
 50.00,  55.53, 8.10, 8.16,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 50.00,  55.53, 8.30, 8.25,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
