     r,      r̅,    m,    m̅,    Σε,    ε0,    ε1,    ε2,    ε3,    ε4,    ε5,    ε6,    ε7,    ε8,    ε9,   ε10,   ε11
 10.00,   4.90, 5.10, 5.11,  0.11,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.11,     0
 10.00,   4.96, 5.30, 5.30,  0.17,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.17,     0,     T
 10.00,   5.17, 5.50, 5.50,  0.24,     0,     0,     0,     0,     0,     0,     0,     0,  0.09,  0.14,     T,  0.01
 10.00,   5.50, 5.70, 5.70,  0.31,     0,     0,     0,     0,     0,     0,     0,     0,  0.27,     0,  0.04,     T
 10.00,   6.14, 5.90, 5.90,  0.41,     0,     0,     0,     0,     0,     0,     0,  0.15,  0.14,  0.07,  0.03,  0.02
 10.00,   7.01, 6.10, 6.10,  0.62,     0,     0,     0,     0,     0,     0,     0,  0.29,  0.13,  0.09,  0.09,  0.01
 10.00,   7.60, 6.30, 6.30,  0.81,     0,     0,     0,     0,     0,     0,  0.24,  0.24,  0.12,  0.12,  0.08,     T
 10.00,   6.90, 6.50, 6.52,  1.61,     0,     0,     0,     0,     0,     0,  0.44,  0.25,  0.51,  0.33,  0.07,     0
 10.00,   6.61, 6.70, 6.70,  2.65,     0,     0,     0,     0,     0,     0,  0.74,  0.76,  0.72,  0.39,  0.05,     0
 10.00,   5.12, 6.90, 6.90,  3.26,     0,     0,     0,     0,     0,  0.23,  1.40,  0.79,  0.62,  0.20,  0.02,     0
 10.00,   3.54, 7.10, 7.11,  2.96,     0,     0,     0,     0,     0,  0.21,  2.16,  0.37,  0.14,  0.08,     T,     0
 10.00,   3.30, 7.30, 7.29,  1.17,     0,     0,     0,     0,     0,  0.12,  0.94,  0.04,  0.04,  0.03,     T,     0
 10.00,   2.54, 7.50, 7.46,  0.20,     0,     0,     0,     0,     0,     0,  0.20,     0,     0,     0,     0,     0
 10.00,   2.54, 7.70, 7.64,     T,     0,     0,     0,     0,     0,     0,     T,     0,     0,     0,     0,     0
 30.00,  21.09, 6.10, 6.15,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  21.89, 6.30, 6.31,  0.01,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,  0.01
 30.00,  23.18, 6.50, 6.51,  0.05,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.02,  0.03
 30.00,  25.34, 6.70, 6.72,  0.09,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,  0.05,  0.03
 30.00,  25.39, 6.90, 6.90,  0.09,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,  0.06,  0.02
 30.00,  25.18, 7.10, 7.10,  0.09,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,  0.06,  0.02
 30.00,  24.03, 7.30, 7.30,  0.10,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,  0.08,  0.01
 30.00,  22.87, 7.50, 7.49,  0.05,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.05,     0
 30.00,  23.06, 7.70, 7.66,  0.01,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,     T,     0
 30.00,  23.00, 7.90, 7.83,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,     T,     0
 50.00,  40.89, 6.90, 6.92,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 50.00,  40.75, 7.10, 7.10,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 50.00,  41.35, 7.30, 7.25,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
