     r,      r̅,    m,    m̅,    Σε,    ε0,    ε1,    ε2,    ε3,    ε4,    ε5,    ε6,    ε7,    ε8,    ε9,   ε10,   ε11
 10.00,   9.24, 5.30, 5.33,  0.02,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.02
 10.00,   9.40, 5.50, 5.51,  0.06,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.02,  0.04
 10.00,   9.46, 5.70, 5.70,  0.09,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.05,  0.04
 10.00,   9.60, 5.90, 5.90,  0.10,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.08,  0.02
 10.00,   8.34, 6.10, 6.10,  0.28,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.12,  0.14,  0.02
 10.00,   5.91, 6.30, 6.32,  1.76,     0,     0,     0,     0,     0,     0,     0,  0.62,  0.61,  0.15,  0.35,  0.03
 10.00,   4.95, 6.50, 6.51, 20.69,     0,     0,     0,     0,     0,     0,  1.13, 15.42,  0.16,  2.15,  1.81,  0.04
 10.00,   5.09, 6.70, 6.69, 14.28,     0,     0,     0,     0,     0,     0,  4.32,  7.49,  0.16,  1.51,  0.78,  0.02
 10.00,   5.29, 6.90, 6.90,  6.13,     0,     0,     0,     0,     0,     0,  2.79,  2.67,  0.12,  0.24,  0.29,  0.01
 10.00,   5.60, 7.10, 7.09,  2.68,     0,     0,     0,     0,     0,     0,  0.70,  1.74,  0.04,  0.07,  0.10,  0.01
 10.00,   7.41, 7.30, 7.29,  0.86,     0,     0,     0,     0,     0,     0,  0.04,  0.22,  0.49,  0.03,  0.05,  0.03
 10.00,   8.57, 7.50, 7.48,  0.32,     0,     0,     0,     0,     0,     0,     0,     0,  0.24,     0,  0.07,     T
 10.00,  10.75, 7.70, 7.67,  0.02,     0,     0,     0,     0,     0,     0,     0,     0,     T,     0,  0.02,     T
 10.00,  19.60, 7.90, 7.88,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 10.00,  19.60, 8.10, 8.04,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  21.09, 6.30, 6.35,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  21.27, 6.50, 6.54,  0.02,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.02
 30.00,  21.23, 6.70, 6.71,  0.03,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.03
 30.00,  21.00, 6.90, 6.90,  0.03,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.03
 30.00,  21.20, 7.10, 7.08,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  20.03, 7.50, 7.45,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  20.58, 7.70, 7.75,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
