     r,      r̅,    m,    m̅,    Σε,    ε0,    ε1,    ε2,    ε3,    ε4,    ε5,    ε6,    ε7,    ε8,    ε9,   ε10,   ε11
 10.00,   9.24, 5.70, 5.74,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 10.00,   9.42, 5.90, 5.91,  0.04,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.04
 10.00,   7.75, 6.10, 6.11,  0.20,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.03,  0.15,     T
 10.00,   5.99, 6.30, 6.32,  1.19,     0,     0,     0,     0,     0,     0,     0,     0,  0.67,  0.21,  0.29,  0.02
 10.00,   5.19, 6.50, 6.51, 13.38,     0,     0,     0,     0,     0,     0,     0,  0.74,  9.10,  0.90,  2.60,  0.04
 10.00,   5.38, 6.70, 6.70, 10.84,     0,     0,     0,     0,     0,     0,     0,  4.22,  4.07,  2.28,  0.26,  0.02
 10.00,   5.73, 6.90, 6.90,  5.13,     0,     0,     0,     0,     0,     0,     0,  3.60,  0.59,  0.68,  0.22,  0.04
 10.00,   7.24, 7.10, 7.10,  2.52,     0,     0,     0,     0,     0,     0,  0.65,  1.22,  0.12,  0.16,  0.21,  0.17
 10.00,   9.85, 7.30, 7.30,  1.56,     0,     0,     0,     0,     0,     0,  0.04,  0.18,  0.81,  0.21,  0.32,  0.01
 10.00,  10.05, 7.50, 7.49,  0.88,     0,     0,     0,     0,     0,     0,     0,     0,  0.45,  0.38,  0.04,     0
 10.00,  12.75, 7.70, 7.68,  0.12,     0,     0,     0,     0,     0,     0,     0,     0,  0.02,  0.08,  0.02,     0
 10.00,  19.60, 7.90, 7.88,  0.02,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,     T,     0
 10.00,  19.60, 8.10, 8.04,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,     0,     0
 30.00,  20.35, 6.50, 6.55,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  21.14, 6.70, 6.74,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  23.75, 6.90, 6.92,  0.03,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.03
 30.00,  25.63, 7.10, 7.09,  0.01,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,  0.01
 30.00,  26.23, 7.30, 7.33,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  26.53, 7.50, 7.51,  0.01,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,  0.01
 30.00,  25.66, 7.70, 7.72,  0.08,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.03,  0.04
 30.00,  27.08, 7.90, 7.88,  0.02,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.02,     0
 50.00,  55.53, 8.10, 8.15,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 50.00,  55.53, 8.30, 8.25,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
