     r,      r̅,    m,    m̅,    Σε,    ε0,    ε1,    ε2,    ε3,    ε4,    ε5,    ε6,    ε7,    ε8,    ε9,   ε10,   ε11
 10.00,   9.23, 5.10, 5.12,  0.05,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.05
 10.00,   9.27, 5.30, 5.31,  0.11,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.11
 10.00,   9.36, 5.50, 5.50,  0.14,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.07,  0.07
 10.00,   9.47, 5.70, 5.70,  0.16,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.16,     0
 10.00,   9.65, 5.90, 5.90,  0.17,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.17,     T
 10.00,   8.46, 6.10, 6.10,  0.42,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.36,  0.01,  0.04
 10.00,   6.73, 6.30, 6.32,  1.53,     0,     0,     0,     0,     0,     0,     0,     0,  0.75,  0.51,  0.25,  0.02
 10.00,   5.28, 6.50, 6.51, 13.37,     0,     0,     0,     0,     0,     0,     0,  1.11,  8.85,  0.83,  2.51,  0.06
 10.00,   5.29, 6.70, 6.70, 10.64,     0,     0,     0,     0,     0,     0,  2.38,  1.49,  4.72,  1.13,  0.91,  0.02
 10.00,   5.37, 6.90, 6.91,  5.01,     0,     0,     0,     0,     0,     0,  2.73,  0.16,  1.55,  0.44,  0.12,  0.01
 10.00,   5.93, 7.10, 7.10,  2.07,     0,     0,     0,     0,     0,     0,  0.74,  1.06,     0,  0.11,  0.11,  0.05
 10.00,   8.71, 7.30, 7.30,  0.90,     0,     0,     0,     0,     0,     0,  0.04,  0.15,  0.32,  0.18,  0.15,  0.06
 10.00,   9.49, 7.50, 7.48,  0.45,     0,     0,     0,     0,     0,     0,     0,     0,  0.27,  0.01,  0.15,     T
 10.00,  12.03, 7.70, 7.67,  0.05,     0,     0,     0,     0,     0,     0,     0,     0,     T,  0.03,  0.01,     T
 10.00,  19.60, 7.90, 7.88,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,     0
 10.00,  19.60, 8.10, 8.04,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,     0
 30.00,  21.06, 6.30, 6.35,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  21.35, 6.50, 6.45,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  21.11, 6.70, 6.74,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  24.80, 6.90, 6.93,  0.01,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.01
 30.00,  26.55, 7.10, 7.08,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  20.95, 7.30, 7.27,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  21.15, 7.50, 7.49,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  23.11, 7.70, 7.75,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  27.08, 7.90, 7.88,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
