     r,      r̅,    m,    m̅,    Σε,    ε0,    ε1,    ε2,    ε3,    ε4,    ε5,    ε6,    ε7,    ε8,    ε9,   ε10,   ε11
 10.00,   9.21, 5.10, 5.11,  0.11,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.11
 10.00,   9.25, 5.30, 5.30,  0.17,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.03,  0.14
 10.00,   9.34, 5.50, 5.50,  0.23,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.16,  0.07
 10.00,   9.45, 5.70, 5.70,  0.26,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.24,  0.01
 10.00,   9.58, 5.90, 5.90,  0.26,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.24,  0.02
 10.00,   8.16, 6.10, 6.10,  0.73,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.54,  0.12,  0.07
 10.00,   5.80, 6.30, 6.32,  3.69,     0,     0,     0,     0,     0,     0,     0,  1.04,  1.15,  0.79,  0.64,  0.07
 10.00,   4.78, 6.50, 6.51, 39.69,     0,     0,     0,     0,     0,     0,  1.19, 17.69, 10.82,  4.66,  4.90,  0.44
 10.00,   4.94, 6.70, 6.70, 30.70,     0,     0,     0,     0,     0,     0,  8.30, 10.66,  6.49,  2.61,  2.45,  0.19
 10.00,   5.20, 6.90, 6.90, 14.64,     0,     0,     0,     0,     0,     0,  5.78,  7.10,  0.62,  0.51,  0.51,  0.11
 10.00,   5.60, 7.10, 7.10,  6.51,     0,     0,     0,     0,     0,     0,  1.51,  4.48,  0.02,  0.19,  0.20,  0.12
 10.00,   7.81, 7.30, 7.29,  2.01,     0,     0,     0,     0,     0,     0,  0.08,  0.56,  0.21,  0.80,  0.22,  0.14
 10.00,   9.14, 7.50, 7.48,  0.84,     0,     0,     0,     0,     0,     0,     0,     0,  0.26,  0.29,  0.24,  0.05
 10.00,  11.86, 7.70, 7.67,  0.09,     0,     0,     0,     0,     0,     0,     0,     0,     T,  0.01,  0.06,  0.01
 10.00,  19.60, 7.90, 7.88,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,     T
 10.00,  19.60, 8.10, 8.04,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T,     T
 30.00,  21.37, 6.50, 6.45,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  20.53, 6.70, 6.76,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  23.51, 6.90, 6.94,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  25.84, 7.10, 7.08,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  21.28, 7.30, 7.30,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  24.56, 7.50, 7.52,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
 30.00,  24.94, 7.70, 7.73,  0.02,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  0.02
 30.00,  27.08, 7.90, 7.88,     T,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     T
